Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Brand_Hashed,Price_Encrypted,Brand_Encrypted
Asus,3.572288685376693,8,256,15.855946389711574,3.2778131254008183,9925.178427088164,066b9c2ce7c68dcd298138d167f02776bd7ae7f151affb7de72f373ac3ef278a,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Astc3ZRhqZck_vMxiBfY7pxt5ksS12wHUJo7X1Zt7mtYFIbuX71tR7j6gRV3cdmGJSQrQrYoqiJ9Y0L8874xTI2cE551khBT2dweN8gmA1q1P0=,gAAAAABn_AstuRzTFeqcetkgL-e4x_QzK7MpGdo6x0vP6Xc_rDB8Ae3IMP9ExTNn2ZMuqRzHmIZtjlzSABdKAlFR96xamh-FQw==
Dell,1.5925190867887316,32,1000,15.718146398368887,4.984052495589461,32652.89807631292,a4dbd5602244ca2391963eff1ee39308c05c2b1e44ef42aeece01a08e4872c59,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstBF8aX6vS8GqvyeVy1F5fXbSzD-ADnGkYVtaREuolM6nx3zptxFAhzxVTWV6GpklKuDHl8YidjQNxMg_x-9UYUHdt3y-BrSBRtd2JEw-755k=,gAAAAABn_Ast8PMj0dAYF_9AHH2DSJ3a0CmB1P5PGyHY68j7MrHFL4ovfPSv41UUkDXS0h7gP6xES9M7SWNWPmUn9vXqUtclCg==
HP,2.9906746962051325,16,512,14.793299586523696,2.277501313816892,17595.709114375557,58a6e26eb0b51febe2a3f6bf712710d9f53db253905b2b607632ce53e3a41f02,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstzCN2FI0vLl5y3U6dDKGMbVvxLDFp-Kz9SdbDw6PBm_aocsiyO75EQWdaupuC5yG6llKPWkWzZon7y2AXT7rE1Hx_EOZg_ogf7M34DaWEySc=,gAAAAABn_AstFdMqk5abDEx2z7cqpQcT4DD8uzBRAUboRFeiks8miY5hnrbE6PdT37IAaAgydknRYDw4sYhhZcMaiS6m-Oyh1g==
Dell,2.075022093219258,4,256,13.241121061398124,4.341043588220476,9340.21826144707,3e2139594d7c5c17e70d0a6a788c2d3c4bf8d2dafac666bbf3ce999d2c840d41,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstAlJIJRzyoLCz2eMWv93vZk9SVCk7jZ-CQzFBg7rgJt86Mpxniw8FRiacBPzd3Az97fmPGuETt0gvfiYD6R5ZKX2AewshVSx-SkvlONauUVQ=,gAAAAABn_AstbP7XkK1HTUVoEQctXXk_Gw4PE4Q4UzAc54dbT9nFMEh4yI6XDrbH4HFQeUdLmmQyqzoaVFF9RgXwaHnmyYn6Xg==
Asus,1.801417214443197,32,256,12.628992525091206,4.02110520062647,10321.729413074818,db98a423685c9ac775f843882eec0812adc87c34d8e6f37b4821e022be0e97b9,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstyQ50LA593JUbuC_ha7PWKSUiv2w5lN7tXvQaF2KIz5KI5IAyQTd8OUkJK91i6jCsnlEqnFMaKpF7HMvXKXgzpxNzc_nH5e9W55pjmzZptCA=,gAAAAABn_AstcyqBebjxpOpS0rJkoLnMUlRZOCClhED5-ciC2DPPZJYWqFDOSz7VEw0MnNGWqdX5pLlSPig1WzJwtAWpi-khfQ==
Acer,1.6923830040730228,32,512,12.3907015417361,4.302496491772116,18161.471638723186,c4320923bda8bf84ab87c1cddb536071378146bb65d01a575a69e13ef2abd80c,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Astnqxx-6DkSm6uuNYnUtAvf30kIQCzS1ma2ExRh_OD72yJ_RaMvg9KY6i25iMsAuTJYusvOY54v-23Po8veSnOI-BNiOzSza8ZrdErB8uK2TE=,gAAAAABn_AstYIY7hZ1dTfFUAI30tGmobz6TPyIpuAz9WDNAYknZar3NaHw0Yo-r_FnbpsgpMsRRjWL2YI2k12gb5c8WdIaSjA==
Acer,3.2407219396953493,8,1000,12.911653776581645,2.922589386471369,31859.430745037665,98ab918c2d2c3d991dd3fc02052627a9960c6139db39133157ab5e912358287a,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Ast41O7qN7c601-JFYGwxXgU3frl7x15dSikn_gPxIT42-Guql0AUJfdmc07h7tizxZG3iJTwTGusZG2ZSUZnzn4sjLK5pQHVCb1FLIKSA1FLo=,gAAAAABn_AstT581Jhl-BQyrsxi-PXuGyNLZ6DTdbUZ9fQ-LNbA5nEg0MfoZM2lfWzEyousVtEMP2qQ1v-BPOhI5B4zf244iww==
Lenovo,2.3496874094201656,32,256,16.42135066059518,3.4761634681472016,10668.632633116544,eadb34d02e45b7762bb17233d346a2c2bfbc18103d9a7035348104bbbe7e68bf,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Astx__n_092P5sqgVOw_KnQairQPBiMjFbIqjvQEw2A307SGGHQ1YO7QDuontUkm5hV3axasyrz-4DUKpkwaO5rw_kXPhyIafzOUe-W8SuTX7k=,gAAAAABn_AstVGU6cpna5J6dH2SZ_MVHxnqFXabZJis8MFmzaFFO1wXMLovj_NwgUS1XVu3sR3yIt3RO62ccOGPaizaR3-mTkQ==
Dell,3.311916928821904,8,1000,11.465844655932688,4.389525559171125,31823.648154658014,cff7f0561a5ae6dc33c7c71b4bf4ac20c9242329fffe1fd64c983cbe5d992c8e,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstcyZfVByyHxVH2e50sq8VEAMSLz1jnJ-pnoddtfBZCwcQE6BfLicN84BC__SkSsa9g46tOeWMYC5PvTODOrxKonF693GrYcNjQZbbmeCUbuo=,gAAAAABn_AstnPF_DXHOc5f1SXug9gSb7xPWUSQNWP2tedLwDN9PyF3Tx3oVQRyEg_DHP9A7atd6lTSPKZMrwtBS-F621uLgsg==
Dell,1.663390851997356,16,1000,15.973227657517752,2.697623994862565,31815.64050789825,e547a30722d21b7def5c694350ef2f6b1e8204749db5b14591ac81338e49e19f,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstYcqgX0ux3bEPs76Zn441PUddbcP6cQkEizhWVL5jPJlL4RFufy-23vqFYpWQuUsXyOk1wuaAynXRJ8ovi_zTCel-1xqtfC0-U61H8-UHT2o=,gAAAAABn_Asta2p2mbGTrcASumLuzcKmif8r6TfeJHefUGfDuDEBsYw7RKs1S1sdADw1shbJHJyei1q2oD_8EgHzFKijtvYzrw==
Lenovo,2.288225844576526,8,1000,13.093340450250942,2.678099590365956,31503.17147173213,80d6e9d20c3b1f194db8b7a03d4782d94adb501640b1632557cb1dd759b650d1,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstKgm5SDibkb0f6Dg21CaMOUFoqT_9EgLePwxFsWGh7FitYGq0HU18bOoihxbgxIId_3JwNHr8-BBiZy_jDs565AZvTGftpIeoWiCKGV7T2A8=,gAAAAABn_AstPoDT43fta12eKBJV_b6ltErfB0wPgd1nDepKsersngbgmxOM0sL2te1Dd0MhCg_VGm9c1vWY91sBZ-SMNhjMJg==
Lenovo,2.848728230938343,4,256,14.12959637606815,3.653152859884797,9024.89080903652,7648804b7ff986bd6c0f6d55876f292cb29dffebb00fc24b4170a725788569e8,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Astb20DySV4B1ghBlAij6By3APYSh3aEzrtU114mIgYGJt2AmcnsYWpwGao3XbW50jbJYGxjqZM5RFK1ApG20oyFn3m_CRHupNIyIXXZFHKL4s=,gAAAAABn_Ast4OxSuFb2yZav5kcRTgajRCh4nZr3GhBH8sxtpfJNzknnJXtg8fCpng9fKKkThmmz0gcmzTKGDU4VYzHWu6b7WQ==
Lenovo,3.476807912097409,8,1000,15.766913801890944,3.570690738589567,31547.05112729735,bbd1c1a62a89ad5c9006bb8c75f4fe301c2340541b3544f22a95005ddb5ebff7,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstPN88K2agoGO-blnnI0xbE9yPrwcbwWzZrqObY73kMLkJ5-Tdjr7JFjyfxYbPKbKLJtGwa-JCRXoY9hh-NMXRiQsC0WjedN2xbxxOqZyH1UA=,gAAAAABn_AstSiED-CKfcIJsaCRySfCi0dgJ5QLvfsXhJ1VAynsjbZTdzLp4iCiqQKeICHWjIXq1ZDSbfIng-wFyaJjcHHUn7g==
Asus,2.296881257330175,4,256,16.306259282137827,2.8467874112387985,9385.939545131734,8fc4372bcfcc66c7783442d25dede91263d7fab8015d1ad2977cc5130b13f65b,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Ast2Zt5QEKXySSxoCnwBoAMgUmDsXZDwwgbNMAwrvy-NHnHHcxP0AClzabdc03l5B1HytEc9DwKwVmGWEfB8VHW1V1_Rw-8K-Z1EU973jy3FfI=,gAAAAABn_AstFVSWjZPe05RVL80Qf7n0NkjFmvZn6GX6SPRfJqDV3qVg8ZgofRx7PCtWZT6_GuejdAT71wxjpa7ngnvMaLtPaA==
Dell,3.064728441092522,8,1000,13.06868852043588,2.8942269515744683,31747.39378248772,65ba05738b5902c34f1efa1e095b733334072007c7886d409dd3f8d51d121c7c,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstoI5SlEhj9aJZm4TEBI1uyy14xPAgIBgiPA4_rHmXzcLFtuwAPTrWRZJyMpRvAGlH0V8EHzEjXKIMhUY9VDu2pG_hY5bY41xPfzzBJk2xOPw=,gAAAAABn_Ast_zycGwVgwWsfqKDS1fCD_dEJPR8uWIw-mBz8ikPKR9VLS8ckK2uhczvWlnikbVrygSUR2rcoPWz5uLLzL-3R-A==
Asus,3.714944370590468,32,256,13.771060887650664,2.8335354896196963,11008.9067734798,3171fc32f728df6d7eeac7bfb7c4ca4fcbb609e14c3c38c5cd82e130f6600974,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstyNcw7x5hnSAUO4uI7mkqTcvYxoFOpau7udxW_vpaSAkTM03ntljiTT8qxMiABVihdTsk8Z9Q1mGIpp675tX6z1hPvIRFRUFjsAM1DnslJ90=,gAAAAABn_AstSVIbri2AX6SLLM4-UHGkVsuy6DOdiMPgPTC_l5Wz8SBf3VQmIsdtCMRbn_-P33eJb9HxIffw4GmCY0tvn747bg==
Lenovo,3.039657970455761,16,1000,13.487096388900753,4.314536185995463,32447.60269492614,a6ba4d017b30539dc5fc56047c041eb11094513b7a7fa1364dead54dfe055a2b,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstbY-AX6yo9Nj-iw_ndZRwVwT9esOWUULUjMrG_JEyP5VWeBmVoOaBpEJtM_Ce4kFd_bVFQccabL-8RaSAgTTa-DPqDXAKZwhODDf3ncaEHnI=,gAAAAABn_AstRZ68jBpWxGD3fOaEfdu6nrnQUBVTg5IOL0t8EYLChcE-eUheGDRhSsR4S5rfl83wiRqB0O6-SmOvkOkYTZv_uQ==
Dell,2.082398686884084,4,512,11.079506201023465,3.9557025966873818,16669.19633161232,ff769ac2a778766634454306d3077f81495fc1bcfde7484f95d830fae5bae1a2,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstbxS3SGazwtB2brTyeiR69R8wnb_Gu7jK0J-p_eYAO9JYr9LbCwINVqHFk2MkukKpUwGJONpbZquZsCydIZq4GXcPLODcnIZxMdHdiLI2hmM=,gAAAAABn_AstNBnrMlZswRfYOk6FP7I7jdXAbo1hFnjgnxNTgJEHEj0ORU_nvfQLhMSfR2OiybT3eDhmuDWmlDSx3Z4scalVFA==
Asus,1.561001953891345,8,1000,12.77565733315194,4.497251550230758,31160.04319560088,1e5a767a05d20ae91e13c5b6301ff11a7604a447ac91caa2f56d143f55c0123a,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Ast7y6XE8uI8h4WuH1xdbny-uuGcmsQgh5McxuBm-aVHJEin4qmcEhfQxG-gFz023rKEKPbY2VpUm9QZ64AK_Lu0KKea_CbsD9qVy8lXBXGeqU=,gAAAAABn_Astjh7SQF4i2DUlgCib9y_yyv1mowMualkHEpADps7jFlUsPDEEH9CrmqG8iUYKsHVcvFu_8H22BJ9fKfaZ7Y7hgQ==
Asus,3.6752471847523247,8,1000,13.755135402395371,4.926419084942065,31821.65032497846,44d798dfe8752ee69b74a37182bd7fe24bb3425e668c0384753f4979c2ed16e6,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstLMmmfkp6xW8Gm21HFuhNhTYI9__BmNPlyAEVohE7qYCHKcjxol4KDErva1zw_F2RdNVdkn5JIWVr-ds14Td5F5WSDSpi4sjUgtZI87dUeKA=,gAAAAABn_Ast5RHRB4iUZhRCkrGfoMR4UInaIy3f_FLuFfgpB8FxZO78FVftBog6TEjkpYZw2qKD8N1bYEXfiZfXQzCu-IVKrA==
Lenovo,1.553173527125968,8,256,13.46656165328264,3.422492888815959,8991.512288250062,54562d26b7852cc34bf1efd5bca15cb6f7b29a9e7fcd76bd5e680da7d446b4fa,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstOaDUaqQcF0ruoq22G3u7hgubUUPfptfbYbf7_jQZCF5w9815sg8n9MDuxRP-BZ8K-4SQB1QZLTqreU7dG03ujDtb6NaQ-yw4lRB7PQRWALU=,gAAAAABn_AstS87OxaNWl2MuO5Ms3EFdtp1sa1hzL-d4wGLHONX5PhvNMG-vBmWDK9l6xfTPNIODlb4iyPvmTbfgcfKBS3dpgw==
Dell,3.6867541817104983,32,256,15.331575365094077,2.2000816442163464,10405.95143539082,9a258c7f121244ae9530b04102556c047983a69dfbad43f9e73fa8c5d9cf1e13,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Ast97-b8c18THi9tdHQNlGfCetqd6203JhIImsKB1sy0YpSr12txJQmVDIC1lMcsr_NvvvaasaunmGJQ1EdEs4UhxSzm_GkvUMXJ-oh180SKj8=,gAAAAABn_Ast0GfzTWfw5a-K7XHpJI2EeLEKExO9HtzUxdbWF7XJeKDgclHVBBWt9sjnQPl36hjpDvk-HFxdvrE-zyNjlD-Kzw==
Lenovo,2.8223428350680297,32,1000,13.308821703326618,2.1442769312361065,32808.856450782005,5682c798e3881525e658a62e21d2d6cab035db9f03283c908c82c81face42cae,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Astl9PiXvnzorWd4ZsuE46PNYSCSHWT2XFNZnF7T_MxZcLdDfEBzwJDronu3cX-IdLUh5HIyqJawPKeT0hoY6NRs2r3NMdE3k6vrScPl6Fw3pE=,gAAAAABn_AstWF1bjjUOKvv8Cm_pU2pjoWndmpe86iXcgRKz5EiO-nSAd8yMayC24OkkaftR6X9Ke4pmVRtOh-3BPNIE4vO-qQ==
Dell,3.8476692462822406,4,512,13.93625869382402,2.886995117814857,17065.081629541877,2b953528d9b0ac2a916b57c950c329bf4d182646b149118092c96397186bdf3d,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Astaq7gSQcG5D-UxWRnrqmAAKNyFLCM_IcDmVwe5M0p3OvS5JFdlUmEX5pCzdbLkQpLUVbqrZgd8yBVFJvPjRIVj_bwVxcoLclrFdNxe1nA9Eo=,gAAAAABn_AstCJ0-1C_lZd_sMJ92qtyit54DTYWE0NezvQjwfKzziiXgUNNyNmdxRsH7EDgB60VbwbB9TxeLWYQQi8DTFyQHKQ==
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,16854.30343210921,1dc230c52c255a21dbc6fd7ba20a6e8306615632fad9479d9afeb82556780089,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Ast-82zqk6Wp_H7MOcutupccjwBSEDURUwmWDWf6FRzCA6ctMaVGcfP5BLrfPxVv3CGR8Pqm2ryGB6HgdfeafR5DTCDqxYAJD34iI4ub8kqyDA=,gAAAAABn_AstKrjl5CXyAl0quMbTovrpZtqylLEEFujtc6jPzqzFJhs_Ebk--aIisQumX8JK7CJ8rd3JC81gLshbn_V45qQvqg==
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,10697.836784094568,3d99fd68579fbc74b24a9c178ca3dceda2e55231ea9a3042763ff57c7678be64,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstIzZ_tHUrxqT-4wjhK_ese08QKhi4MZzodqLlqNQsnZjoTHTd4llvJ-VYTXg4mKPOne7yh6WnUNORJps1gWT0IGdhw8D6X02VSbGOwOlY3dU=,gAAAAABn_AstQMBC5hgruewsDYgU-4h9U1dEwrvU1HOQNBsxHbIzPUVuFkuTIcyInslJ9YRl2bJuVZNN3t1wMqw25c6irxdqXA==
HP,2.3767795386292754,4,512,16.177834393921774,2.8153595482403877,16575.251835695293,4987a653db2ec2da89baa796b4f819d70dad4a8cb2636f3109769eab03eeec05,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstnrSSRhOoow6Vt3lQaYS0NlJz8bQ-4PWexUgvjMzUuCtsYkG7sZQIx2WI1J7VE4oI45bxrWjHcmpumwxGMfhrrWL953WH6cqhaUrbQZkMlSQ=,gAAAAABn_AstLfJMGp1ZAIklLPPIorvsTg9xxvsbf4O5LGUtvaS14r3OfpKjFfoRMvX6lJ4k_FCsXK1k5yLSYaMLqUX3fsO1iw==
HP,3.417970722327817,16,1000,14.191334474045084,3.1975003835330584,32274.63025978199,72e5e5fd4de6c649c04d8b83b71974af41467baaa1badc727e1f73cc292e71fb,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstVEZqBrNs9reivWW-mIw_QgBuLwGjI5BJvpQpBvwo3YMfQQHpqhRSf984uw4SUy8SRLbFIcAgihUhkcv8LtI9e0ttl-dNnOFq4DqeTiQdBXw=,gAAAAABn_Astyi9iHPwei4kNR4gwopdmVlMwIA7fDBt7yMW8K9uRrHdhgkraK0TRcGQwcCD4pdXcsroYhDih172Qrm4QfHcrmw==
Lenovo,2.504827284023105,16,256,15.736593165171149,3.795785322214012,10131.593323529152,6173a2d3f23ba10e762a5bf79e455a34ce7bb4e27f6520c58decf880b48de902,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstW3iWBpY2faWmYacsSeCiIpb-wR0bC5wCF_yLcabB88YDK_9igjwH-FdMTUugFtsVnNNV5LvnvT392ihFVWuL5EKi8jtsGmtlF8AKm0oSEqI=,gAAAAABn_AstywCdIKGxXXoifMOjuQ0qqjYbXtYoQOkRzS5H5OMdFh5w_Hc2oIpdrg5GAWbEph08EBZ3z4FbwFaK6MAUwxgEog==
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135273,33111.68849986043,bd7f9ea3ab0e889c782aa02a5354ad5d824aaf4741cbac82224e7902f5eaa485,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Ast49W64rcZxaq2-sfZAhxcg8YEbFF_c2K7xCQ8PdTmfwHOvsamAc6aPyO7hS9J6BRvneewjKzzEnrmcGmC2xOwWRUH4pwQaFm-H8y3Wwu3xA4=,gAAAAABn_Ast-US53W-iV2E8GX2TtPNDCFIrb6IyRonR4vPeTymo8-NpkYL9AXyI-zBFflVOBQcsI9CLfTW0UDG2qMsubpOMIw==
Dell,3.068763658045925,4,256,14.248217660943611,2.461758529348715,9384.824877131963,606e0685478682300f2dc6f56b09422087ccd3eb16adfd50cbc3ec3c2ee67670,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstFgn5248TLiwj8Rq2pmhKVpAXDdQ9uTdWn8ngz6qqdy6GHAgOQgmGPIp6FMGs0R5X6ZqxFBHLZ-JwU-4GAgje8W5crOJ2hXOMTdeAFtUhJpk=,gAAAAABn_AstCaI52V1cmld7AhF_hcyGO1Lz-JATVWcsB_waWPy-TZmOTl04mG1bKbrq9AQVRshLJIxhF8qiwmb7pSiFWJRcAw==
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,9664.037025023415,5d92e90c1ad55624f6da0714fee5e5b5cb30313e58d51a2962e6e7a14218718e,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstY6neNFwzaiLBH1grkhxgv2WwNtvLAE1QbeyeBJIsCXVYycHBQ7IMxr0EVV-jvC8jdyEqKo4SFktwTB3Mdu7Gg6ZKYT9qaCpE4CRVkOgE0js=,gAAAAABn_AstWO3vd0ot5g1JLETs4UuJrEtFr5ArlhAbzHq-lFrI5waKjToh4gBOe4E15eb2WkKtzdlam_7VWBQntLOxSR_jVA==
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,9978.874050006958,31572cf1273dbf0f3c33b7c449e24709dd66cd349c13962ddb8ee28bdd5f2d85,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Aste4OEvGaV2QHXksNNSh05f1clpQpAWsv5D4UxsORRI_hAX-gXiHjdV8mCdnV2_KL4UklUg9UHURUaIVD2wPn_vMVYaa2adkkEgjPQwdfWB6k=,gAAAAABn_AstBy4IYog709Z0WGtW7VHCsUlI9SLzDPzB5-H4FXjnYHdkoXmLZ-dyEn8WYBg5Pbc0vWyUeDjPIvTUT-s8Ku8S7w==
Asus,3.420683534661296,32,256,15.394483188876013,2.407064953376838,10387.0530853186,cd9c55087897b1f11ba4f2b10d5ffffe8e1ac5c4d1e84d9229dcd241b2842485,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstQ5Za05MbJwtdNV5BphXHJpmBljSlTbSq9QmaQFQC6RhW4uh8UwZyttKdFvZLUgzSSZhcYCMNH_4xlsvJNN9hFrYQnbgew3GtW53yX8K1VJo=,gAAAAABn_AstUEfCM9Xm-uOx59qESFJQlwfN9A28Q-Lybck1XMBNHN4PttQ85ZmykMuuGVkCzy2eUyrqSuFjNGBO-oHC2fIXNg==
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,16773.987493471064,4b4d9af5cf44f71c3a086498175628d71767d97eb93d79bef975901addc29658,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Asto-Ap_unKkNJ0UKiaI76hpuFVNs-tRJP6LDUTvjfGMD-SwUuZypZ4ywqhSDjK2ptkT72hQ2TxirEEgPR-F1JkYWOxiMoVy_3n5RhLa2y5dXk=,gAAAAABn_Astox6Ec2RFSKBzbqwxNtPCt86sGbC584sFFQiK8oBUxM-1_laFenCdBYkUUYQfrhq7C6yGobjL0ap7VLJCYDTTgQ==
Acer,2.5533925056926754,32,1000,11.728972346526591,2.2239152932382864,32629.16325767026,89640625fd7e47d7a75721a16b4c76bd0fb05171236cf758575b88c0839f8a9c,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstuzOxAGRxFn8XSjteUMG6cX1n6KyEXfzXwJfub3-P-1usnZdzStadT17HPjWELORFsyUORPOa5DZYCbFcwH13-Zktr4gGNoR3k6S172L5Eyc=,gAAAAABn_AstiNnLHKsfU1tJ5L76N-WGJHfn0f5fYYLQDjccg82CIXtPhLDEti1grMm3m-vmHNbg88ArMhTpQ2Irj85u_m8eHA==
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,31848.655148446676,0d766f738ffcf8a89d22c92bc12f31574660142662b5363e695374aceade8930,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstpxBXcZvQgkVub-tgDfqFfFrHrbwL46vEymnYuThVq5usBerHzp0Q9JjMBYHuFtqOMIxpAl8k47ymnwh-o6BhRqbfLlYC8PS7tLGLpS3fy58=,gAAAAABn_Astp4kdBvDcVIoIS84cVCeYIHDWdPN-bn2EhdQ1tHTT47ByG_ljIPT9qBENzBpltbwBacyEYwovOA0EUXYSLuJziQ==
Lenovo,2.096942864420756,16,1000,14.49286284546679,4.989696968866947,32205.99180089257,628715aebc8c56ffa12395eb88d4c2ec1383d31c38bc077896f307ba0854feb9,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstKUGMyDdvqBLduCntqpRUylDatwTwso_24URz10cTVnDTbC2d_RcKR2aQgCkGMgCxoCBa42eamTwO5cdKu_4_13Mm3wu7JB9o8nsBye3l7AY=,gAAAAABn_AstJh-bxaGVU4JLXueeRGXproJcsTTdOpvhnKZTnsXXub0jBdzHW-6W23dJRhL1y819Khv_3tfNTgpG-9dhMgWEnA==
Dell,1.7761852828284868,32,256,11.710490235055593,4.101295397469512,10723.115825341803,b33db90d1e2124a6a45e71d3422b76e6a5ff037134a64784980772703bb571e8,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstoaiXdPVoVoyrFqssKgtfghUmquHcnYUuwR99kjdSVgY2INhMpzFq4XaFo3BFyTduRmVB4XHW8Ty2JagWef7joV_PQNrjD-Mp_Imsa4xoUO8=,gAAAAABn_AstI_1ZvFZpHhENaPTu_BnrcWPCDqBemUngs-md9GuAZ8n9RweNsuly8v_lOBiWMpel_L4Iv98COKRVHoi16X0PSg==
Dell,2.3865553941019413,32,512,12.271365982640654,4.311341663221969,18152.54918807709,a9137405b6d56b975e77c3fa006ec9ad0dad209b8977acb4ad9c0ed9b7009b20,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Ast_1RUrwVJAvyGOV8_CND7uGvZUuXRVqGflN4lNpxa3eNWGCN7j9aUK6JrL_p62C8b8oV7Mnkm3Rbya73oxXhp1QbDOxOwIKzo7DhjOhCI0ZY=,gAAAAABn_AstvZ5NuxqBjzhuo0Xw_4DVY8SAcKOUh5bOOJl4aoW8WR55LRIw9VHMC2FlzW2CBV6SBa1X0UKpUt5aF2HfWAeRjA==
Asus,2.2180974791352046,32,1000,12.86601496839608,3.011908509402459,32437.38944266547,0783b79a3c9bf2423ca8c6179b3b661f79295fd0db293c607c6b23e19ce060e3,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AsteKCCUWcHQh-9AUHoTd4CwoOx42ehTux14iL1UUN2_KVRuY5P7bj83_kfBnJ9riusEDRft-ciVg2m26vb60fWaKYknVTYSvNaHwPHg5bSIeE=,gAAAAABn_AstR84nOCfhwGBYFaSJOXVWiBy2XH9SFpmvWM70bsUdlmXriAj1ksJBoDO-mllnHpHKD57L2SxCpVeBms31h6x2iA==
